NAME	DESCRIPTION	SP-IR-P35-1	SP-IR-P35-2	SP-IR-P35-3	SP-IR-P35-4	SP-IR-P35-5	SP-IR-P35-6	MI-P35-1	MI-P35-2	MI-P35-3	MI-P35-4	MI-P35-5	MI-P35-6
ZBTB1	na	0.097052022	0.086723045	0.110259661	0.07502766	0.065634218	0.065634218	0.04279027	0.035277773	0.020858177	0.032884476	0.033773167	0.024970295
RF01299.2	na	0	0	0	0	0	0	0	0	0	0	0	0
HSPA2	na	0.000442367	0	0	0.00116638	0	0	0	0	0	0	0.0011743	0
PPP1R36	na	0.103023694	0.124035062	0.11373217	0.096734568	0.111480085	0.111480085	0.069893465	0.052719509	0.065790018	0.060923899	0.048486955	0.052872321
ENSSSCG00000032647	na	0.001490605	0.000601992	0.000573171	0	0	0	0	0	0	0	0	0
PLEKHG3	na	0.097766169	0.105184772	0.094243301	0.13483178	0.107425853	0.107425853	0.15812284	0.178206855	0.163042309	0.165442927	0.137034713	0.149359878
SPTB	na	0.932449599	0.918018683	0.94543796	0.929759119	0.919699823	0.919699823	1.164512016	1.191189099	1.186756525	1.140337033	1.150818922	1.22291307
CHURC1	na	0.11110584	0.103574262	0.110313408	0.075355377	0.108410611	0.108410611	0.121272004	0.14091104	0.122558533	0.134849823	0.144088421	0.145003951
GPX2	na	0.005771391	0.008021329	0.007592887	0.005354346	0.003841091	0.003841091	0.003328016	0.004210849	0.006683756	0.006677597	0	0.004183645
RAB15	na	0.001303397	0.001441847	0.006875869	0.001959055	0.001999121	0.001999121	0.00371334	0.000885338	0.000290757	0	0.001062738	0
ENSSSCG00000002281	na	0.135899645	0.127479563	0.157373159	0.152578473	0.140133312	0.140133312	0.161720711	0.13420864	0.190023886	0.163727483	0.139731485	0.170067398
MAX	na	0.24264316	0.280739167	0.253823664	0.249639197	0.24304066	0.24304066	0.248825101	0.247339016	0.251790998	0.260630146	0.27698354	0.271764894
ENSSSCG00000032912	na	0	0	0	0	0	0	0	0	0	0	0	0
FUT8	na	0.455713909	0.473673577	0.442205546	0.402035135	0.418973499	0.418973499	0.201819323	0.166929425	0.191803637	0.234821663	0.201013703	0.18512662
RF00004.21	na	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038445	na	0	0	0.000862294	0	0	0	0	0	0	0	0	0
ENSSSCG00000032482	na	0	0	0	0	0	0	0	0	0	0	0.001130125	0
ENSSSCG00000032851	na	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000002284	na	0	0	0.000332256	0	0	0	0	0	0	0	0	0
GPHN	na	4.204201221	4.245210517	4.221380129	4.296408803	4.117608909	4.117608909	3.671608096	3.45663377	3.473618089	3.420673323	3.471599042	3.44181229
FAM71D	na	0.016913672	0.011928731	0.013496054	0.013992177	0.02108157	0.02108157	0.008244793	0.007270955	0.009902815	0.006397475	0.006302631	0.011937568
MPP5	na	0.583491603	0.615686519	0.616228995	0.618401475	0.651125615	0.651125615	0.568841692	0.550664807	0.487813226	0.475287315	0.511702812	0.518746354
ATP6V1D	na	0.051553877	0.059591346	0.043403529	0.050783222	0.058897135	0.058897135	0.0413398	0.038797121	0.042899066	0.03924647	0.036187697	0.051435466
EIF2S1	na	0.170834446	0.208688303	0.222297169	0.216791799	0.241689354	0.241689354	0.230835286	0.219438227	0.210173871	0.244856917	0.194520286	0.235691134
PLEK2	na	0	0.001276112	0.002127817	0	0	0	0.008204681	0.007189223	0.004729442	0.003872289	0.0018328	0.001864243
TMEM229B	na	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000036829	na	0.005254169	0.004565772	0.00474606	0.007092431	0.004619542	0.004619542	0.007116423	0.008302313	0.006594763	0.00341365	0.007678029	0.007803712
PLEKHH1	na	0.175148927	0.207320228	0.20234065	0.167326797	0.222553799	0.222553799	0.186124654	0.157548208	0.165005048	0.16283088	0.185962581	0.179239027
PIGH	na	0.035324556	0.028603898	0.037525138	0.020929998	0.040978792	0.040978792	0.049392259	0.044436334	0.052746818	0.044129882	0.056107681	0.065191684
ARG2	na	0.167971066	0.145128602	0.162971846	0.176973953	0.160098598	0.160098598	0.122983019	0.100693171	0.110902142	0.131647749	0.132359089	0.118126774
VTI1B	na	0.173848574	0.184708018	0.192350984	0.207218362	0.187194744	0.187194744	0.20945287	0.197657275	0.215752019	0.188392083	0.225002463	0.206080469
RDH11	na	0.087976473	0.071197833	0.077933173	0.063070532	0.086060679	0.086060679	0.06861994	0.05527088	0.064995697	0.068256007	0.046574531	0.046855072
RDH12	na	0	0	0	0	0	0	0.001244045	0	0	0.001383564	0.002781002	0.002627609
ZFYVE26	na	0.24624323	0.240991836	0.255248375	0.247343138	0.229108507	0.229108507	0.194005147	0.226093661	0.206677371	0.23610415	0.204359445	0.229341336
RAD51B	na	1.135594258	1.217455449	1.276083979	1.294794671	1.16248758	1.16248758	1.333735609	1.193475536	1.298732713	1.258753439	1.31617898	1.208886495
RF00100.108	na	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000034839	na	0	0	0	0	0	0	0	0	0	0	0	0
ZFP36L1	na	0.125936782	0.15027701	0.103657298	0.128881918	0.127540204	0.127540204	0.107849676	0.10192499	0.100361221	0.12851353	0.108598867	0.118673811
ACTN1	na	0.373734606	0.368512555	0.346867132	0.381671666	0.36735413	0.36735413	0.212967789	0.183498659	0.176939689	0.200379328	0.153445091	0.184541992
DCAF5	na	0.5636056	0.617562522	0.546490252	0.560003408	0.589577796	0.589577796	0.76663646	0.805606406	0.770293149	0.725861283	0.727495454	0.756221678
EXD2	na	0.125206013	0.135423964	0.135695924	0.151243949	0.122372689	0.122372689	0.080036704	0.085406189	0.077203268	0.077333919	0.066256874	0.070806895
GALNT16	na	0.050050257	0.048864148	0.041989691	0.055096913	0.026641101	0.026641101	0.029413488	0.032048596	0.030746913	0.020712962	0.026474073	0.012339216
ERH	na	0.056911527	0.057478764	0.056626616	0.06258944	0.066980442	0.066980442	0.0674038	0.054195888	0.065335513	0.079080335	0.062996083	0.064294029
SLC39A9	na	0.267222641	0.245428885	0.245865094	0.274291125	0.275778603	0.275778603	0.227471392	0.245282182	0.238882863	0.275813443	0.255553541	0.22988876
PLEKHD1	na	0.001788792	0.002166306	0.003297734	0.003779561	0.003658967	0.003658967	0.004496388	0.003235312	0	0.001183397	0.00215549	0.001923043
CCDC177	na	0	0	0	0	0	0	0	0	0	0	0	0
SUSD6	na	0.30750716	0.326028967	0.297513	0.298817608	0.295609725	0.295609725	0.127695145	0.109973991	0.135103908	0.125199713	0.173989485	0.138765586
SLC10A1	na	0.078237662	0.077668929	0.057797452	0.086545606	0.072520207	0.072520207	0.131357461	0.142933253	0.131416211	0.151434371	0.150073581	0.163609931
SRSF5	na	0.70653206	0.750724127	0.725945655	0.705124131	0.783216636	0.783216636	0.550917336	0.525624587	0.5406647	0.561232481	0.471719751	0.508470955
SMOC1	na	0.050124324	0.056508776	0.06004234	0.052407408	0.063969385	0.063969385	0.024739821	0.013470048	0.018177734	0.017059765	0.024099354	0.020913433
SLC8A3	na	0.000806707	0.00135525	0.002114865	0.00490625	0.001764879	0.001764879	0.006991467	0.003921069	0.001898148	0.004943661	0.004607153	0.005592372
COX16	na	0.064661188	0.05589911	0.056955569	0.056597823	0.066661468	0.066661468	0.049631417	0.086969929	0.068924914	0.074548524	0.061136736	0.08366263
ENSSSCG00000002317	na	0	0	0.000453953	0	0	0	0	0	0	0	0	0
SYNJ2BP	na	0.324284602	0.295817933	0.323138227	0.289285123	0.326679149	0.326679149	0.208802284	0.179371075	0.176583824	0.194596577	0.212228051	0.204881334
ENSSSCG00000040955	na	0	0	0	0	0	0	0	0	0.001346822	0	0	0
ENSSSCG00000002326	na	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000002321	na	0	0	0	0	0	0	0	0	0	0	0	0
ADAM21	na	0	0	0	0	0	0	0	0	0	0	0	0
ADAM20	na	0.000988655	0	0	0	0.00312404	0.00312404	0	0	0	0	0	0
MED6	na	0.335382948	0.284940022	0.312233084	0.289962912	0.295550974	0.295550974	0.243635499	0.211332074	0.247808799	0.236879761	0.216497458	0.224068439
ENSSSCG00000037679	na	0.108954198	0.125228817	0.126534203	0.116295074	0.129173954	0.129173954	0.091203942	0.104831947	0.097897721	0.105285713	0.10224923	0.095058586
TTC9	na	0.026639687	0.014061001	0.012073314	0.014161908	0.011186468	0.011186468	0.009979545	0.005276294	0.009875783	0.011321102	0.01511494	0.013952247
MAP3K9	na	0.010145692	0.007203214	0.002994156	0	0.007616017	0.007616017	0.000555448	0.013676267	0.000924552	0.00229716	0.00608003	0.009084088
PCNX1	na	1.849008005	1.861464462	1.863154615	1.883775965	1.798757566	1.798757566	1.221665074	1.202269424	1.160200483	1.125432614	1.237968246	1.15669444
SIPA1L1	na	0.598515979	0.606384077	0.511763776	0.598968731	0.659951449	0.659951449	0.449714283	0.394833835	0.427293321	0.435762977	0.40783674	0.379447764
ENSSSCG00000035652	na	0	0	0	0	0	0	0.002253434	0.002303723	0	0	0	0.003423889
RGS6	na	0.441213701	0.525567	0.501509028	0.36115544	0.388325793	0.388325793	0.600919066	0.656349843	0.651876987	0.58432459	0.687313134	0.675994776
DPF3	na	2.452539307	2.375678118	2.383628009	2.419287825	2.37594044	2.37594044	1.285299505	1.325403705	1.275097755	1.195887257	1.287630591	1.215091695
ENSSSCG00000033840	na	0.005034541	0.011726894	0.006172089	0.006953284	0.011493707	0.011493707	0.006932595	0.002692795	0.003103505	0.000368513	0.001157143	0.001946362
ENSSSCG00000033994	na	0.001709942	0	0.002235235	0.001709942	0	0	0	0	0	0	0	0
ENSSSCG00000028159	na	0.072118317	0.064052874	0.060801095	0.044290942	0.06351442	0.06351442	0.022083579	0.028703882	0.0235963	0.024521583	0.025800249	0.0280611
ZFYVE1	na	0.312637267	0.3540658	0.272738357	0.308952917	0.292620999	0.292620999	0.235252777	0.248119556	0.232233851	0.229550158	0.252320875	0.242715438
RF00412.3	na	0.001788499	0.001297172	0.000491327	0.000491327	0.000491327	0.000491327	0	0	0	0	0	0
RBM25	na	0.272149266	0.237082531	0.310403278	0.250520836	0.261257393	0.261257393	0.286465471	0.265685442	0.294217884	0.266101562	0.273380587	0.280253474
ENSSSCG00000028663	na	0.594696643	0.636063713	0.672029203	0.690993482	0.658648456	0.658648456	0.272841657	0.238997609	0.258671704	0.269905218	0.236127829	0.216279845
PSEN1	na	0.694902912	0.699154926	0.657023858	0.679466509	0.65843138	0.65843138	0.591185544	0.59773838	0.541727872	0.630972907	0.598084929	0.566300863
PAPLN	na	0.002969053	0.009592172	0.007659405	0.005069863	0.006414284	0.006414284	0.001739472	0.003624745	0.008403189	0.005109835	0.003611018	0.000588646
NUMB	na	0.810963707	0.783781826	0.807681065	0.83141226	0.7721185	0.7721185	0.746078415	0.709460549	0.794128297	0.757920998	0.76015119	0.775592882
ENSSSCG00000021676	na	0.058002454	0.056898044	0.061409956	0.067796509	0.077579054	0.077579054	0.048903716	0.041464004	0.054448867	0.040899602	0.058061605	0.067072305
RIOX1	na	0.157704652	0.144588106	0.15733389	0.165262439	0.147263222	0.147263222	0.116674296	0.148977641	0.147291125	0.146198437	0.173614517	0.169408785
ACOT4	na	0.304247475	0.318889863	0.332014836	0.316860978	0.318715743	0.318715743	0.201193903	0.1804058	0.17521244	0.183450383	0.191429242	0.191120626
ENSSSCG00000002348	na	0.019174478	0.01847877	0.01723137	0.012319141	0.023675389	0.023675389	0.019732599	0.01621497	0.014089808	0.013838821	0.02065757	0.008312551
DNAL1	na	0.162444097	0.140261557	0.15439832	0.130890788	0.133029753	0.133029753	0.109078834	0.079908861	0.074685722	0.083189149	0.073743549	0.098777538
ENSSSCG00000035322	na	0.017440609	0.012168926	0.018290336	0.017937322	0.017567585	0.017567585	0.005118207	0.004637745	0.006879999	0.003071324	0.003073072	0.00473933
PNMA1	na	0.001766639	0.002446157	0	0	0.003957772	0.003957772	0	0	0	0	0	0
ELMSAN1	na	0.063470916	0.081240806	0.054648587	0.071657299	0.086534495	0.086534495	0.039161621	0.025444293	0.029304712	0.031836243	0.023706466	0.03037772
ENSSSCG00000002351	na	0.202743214	0.182565204	0.198871944	0.188041842	0.168676623	0.168676623	0.124303565	0.155582034	0.149366094	0.147787602	0.134951865	0.140682004
ZNF410	na	0.201769642	0.249057587	0.248868715	0.263599444	0.237793956	0.237793956	0.196610576	0.210103485	0.210325725	0.164823925	0.189661404	0.204136054
FAM161B	na	0.043355952	0.02168422	0.034373518	0.031960013	0.031426339	0.031426339	0.026899294	0.016825144	0.030230979	0.032329309	0.031063699	0.022567311
COQ6	na	0.152975473	0.154133481	0.16251766	0.159975977	0.148800188	0.148800188	0.197979819	0.210369939	0.188768843	0.200850169	0.192716988	0.19351944
ENTPD5	na	0.141849984	0.132312366	0.143867452	0.12909032	0.133515003	0.133515003	0.113221701	0.102594167	0.0768036	0.097683138	0.065430588	0.089646152
BBOF1	na	0.022670624	0.021165319	0.023138974	0.015259735	0.012633479	0.012633479	0.022067951	0.014400337	0.03483363	0.014888264	0.019925714	0.015007466
ALDH6A1	na	0.085767748	0.084752694	0.099468902	0.080421679	0.074878367	0.074878367	0.098779738	0.077003323	0.096301659	0.091128058	0.119656341	0.077748669
LIN52	na	0.504955824	0.500991544	0.484438961	0.507239709	0.559872692	0.559872692	0.535877833	0.629221885	0.48713586	0.515451717	0.616084999	0.567628303
VSX2	na	0	0	0	0	0	0	0.001638331	0	0	0.00241456	0	0.003126055
ABCD4	na	0.058588041	0.074371076	0.082609463	0.058829731	0.046086941	0.046086941	0.03894455	0.019604609	0.033420494	0.031995935	0.040858958	0.026668411
VRTN	na	0	0	0	0	0	0	0	0	0	0	0	0
SYNDIG1L	na	0	0	0	0	0	0	0	0	0	0	0	0
NPC2	na	0.017958112	0.021166651	0.020514448	0.023657682	0.020035761	0.020035761	0.053948484	0.029336847	0.056048995	0.028303327	0.040842897	0.042908885
ISCA2	na	0.022973736	0.037891504	0.02643848	0.021711528	0.012934159	0.012934159	0.012703181	0.021142578	0.018779575	0.02750683	0.030471527	0.027864325
LTBP2	na	0.094233985	0.113235634	0.102243498	0.102325321	0.071744939	0.071744939	0.093410829	0.067621098	0.085065921	0.088323145	0.094009905	0.072946961
ENSSSCG00000031305	na	0	0	0	0	0	0	0	0	0	0	0	0
AREL1	na	0.165765294	0.161681463	0.184920305	0.193616089	0.1753426	0.1753426	0.168930187	0.207906989	0.187693283	0.193446324	0.216551238	0.205014901
FCF1	na	0.242149776	0.271976347	0.247695019	0.279620269	0.274280088	0.274280088	0.264236014	0.25099192	0.29053502	0.280827513	0.307559673	0.278849053
YLPM1	na	0.292293114	0.262042977	0.30150803	0.268336389	0.249308882	0.249308882	0.211775645	0.207013285	0.229318202	0.257190125	0.213877231	0.2305998
PROX2	na	0.001309421	0.002553229	0.001285918	0.001640326	0.001309421	0.001309421	0	0	0	0	0	0
DLST	na	0.37634063	0.404113766	0.441588746	0.409857221	0.440553847	0.440553847	0.541522786	0.557924113	0.600162208	0.538810938	0.61078345	0.545520617
RPS6KL1	na	0.032006085	0.033965149	0.034136476	0.029847073	0.044762472	0.044762472	0.024494464	0.025871196	0.041574598	0.039905364	0.044113121	0.03120587
PGF	na	0	0	0	0	0	0	0	0	0	0	0	0
EIF2B2	na	0.014640617	0.019235631	0.026064102	0.016605313	0.016079778	0.016079778	0.013441135	0.019450101	0.029717276	0.01791242	0.012553611	0.024862506
MLH3	na	0.339645997	0.336660767	0.360655517	0.343578341	0.354945347	0.354945347	0.231097149	0.266682677	0.239358953	0.271819798	0.199499337	0.235989853
ACYP1	na	0.039692333	0.023798167	0.03627713	0.03061702	0.034560349	0.034560349	0.008238093	0.007046807	0.011874823	0.009388321	0.004411492	0.001247424
ZC2HC1C	na	0.001161229	0.000728666	0.000573268	0	0.001303985	0.001303985	0	0	0.002318041	0	0	0.002011558
NEK9	na	0.401386885	0.3644355	0.358174185	0.397094545	0.348772182	0.348772182	0.279363169	0.249151274	0.302227907	0.288527409	0.259904379	0.293925967
TMED10	na	0.220801643	0.229148313	0.224672029	0.209804183	0.223668673	0.223668673	0.261632493	0.254258793	0.259047312	0.262511068	0.246249391	0.286911509
ENSSSCG00000037752	na	0	0	0	0	0	0	0	0	0	0	0	0
FOS	na	0.007776697	0.007677537	0.013405075	0.008685888	0.00616853	0.00616853	0.005252657	0.008610199	0.002350175	0.002885314	0.008142131	0.011501684
RF00026.670	na	0.000773933	0	0	0	0	0	0	0	0	0	0	0
JDP2	na	0.162383514	0.153506436	0.162169314	0.162822409	0.175213866	0.175213866	0.105311572	0.086623874	0.101719891	0.100950365	0.072150241	0.121664366
ENSSSCG00000038728	na	0.00093887	0	0	0.00093887	0	0	0.002463369	0	0	0.002463369	0.000762539	0.002463369
BATF	na	0	0	0	0.007133383	0.0011018	0.0011018	0.004730734	0.002718285	0.007835876	0.00249344	0.005211162	0.003392979
FLVCR2	na	0.013925826	0	0	0.002816728	0.015866893	0.015866893	0.001556886	0.001156532	0.005751181	0.005250366	0.002597481	0.008783861
ERG28	na	0.042461148	0.060541529	0.051609179	0.038838746	0.042815836	0.042815836	0.016898504	0.029903885	0.024318526	0.016043807	0.031156439	0.027722464
TTLL5	na	0.299104117	0.283798889	0.321824504	0.321975443	0.310474081	0.310474081	0.235775599	0.221344784	0.234133774	0.198991597	0.208126376	0.184478568
RF00100.109	na	0.000767143	0.000767143	0	0.000767143	0.000767143	0.000767143	0	0	0	0	0	0
TGFB3	na	0.017780132	0.037224592	0.029179851	0.038623141	0.032573056	0.032573056	0.041718077	0.020415305	0.031179477	0.033582703	0.032515899	0.036722429
IFT43	na	0.442128118	0.488813942	0.504595175	0.514325948	0.488259056	0.488259056	0.484968095	0.585284832	0.530416094	0.533094974	0.518528742	0.534977037
GPATCH2L	na	0.3356049	0.358424719	0.400485836	0.40457494	0.341276325	0.341276325	0.408315914	0.449114198	0.404297376	0.389669443	0.419495015	0.421741997
ENSSSCG00000036533	na	0	0	0	0	0	0	0	0.000788629	0.000788629	0	0.000996813	0
ENSSSCG00000035396	na	0	0	0	0	0	0	0.001171578	0.001171578	0	0	0	0.001700788
ESRRB	na	0.9502324	0.940777056	0.971125731	0.8680511	0.945459677	0.945459677	1.0159756	1.098396442	1.02239703	0.968174089	1.035895043	0.850678278
VASH1	na	0.009743537	0.003760349	0.00625752	0	0.003032393	0.003032393	0.001346543	0	0.001415924	0.003147402	0.003492493	0
ANGEL1	na	0.050634199	0.031735263	0.050892984	0.038563353	0.048243821	0.048243821	0.057528572	0.070819238	0.061790378	0.058319622	0.069740753	0.066298679
LRRC74A	na	0	0.001024827	0.002028589	0.001164314	0	0	0.006846759	0.002797241	0	0.0043456	0.011277429	0.002144271
IRF2BPL	na	0.006657342	0.000971609	0.004502762	0	0.005474371	0.005474371	0.003895029	0.007546241	0.002951713	0.002967353	0.005039595	0.001349339
ssc-mir-9860	na	0	0	0	0	0	0	0	0	0	0	0	0
CIPC	na	0.142828669	0.132365308	0.161421235	0.154573344	0.140216923	0.140216923	0.378466763	0.389386681	0.331579691	0.336821275	0.33720039	0.347175527
ZDHHC22	na	0	0	0	0	0	0	0	0	0	0.00074451	0	0
TMEM63C	na	0	0	0	0	0	0	0.005283775	0.002167595	0.002659766	0.004245368	0.007383754	0.004504167
NGB	na	0	0	0	0	0	0	0	0	0	0	0	0
POMT2	na	0.207989148	0.204039848	0.216616834	0.213666576	0.197847172	0.197847172	0.111273639	0.127011496	0.137246697	0.120228948	0.139334028	0.14156791
GSTZ1	na	0.126459698	0.108318286	0.098943539	0.1170297	0.135625414	0.135625414	0.079329238	0.089956806	0.092347563	0.113128459	0.124710088	0.090008528
TMED8	na	0.077358907	0.06639353	0.083396471	0.074786958	0.072615116	0.072615116	0.029431145	0.029455627	0.024982321	0.038839442	0.035731272	0.036500804
SAMD15	na	0.010472211	0.003080828	0.006663156	0.005394983	0.00313673	0.00313673	0.003860937	0.003734633	0.004814451	0.001165759	0	0.005761254
VIPAS39	na	0.124471291	0.141147033	0.142764824	0.119659886	0.138882095	0.138882095	0.140148074	0.122238185	0.10933716	0.144573289	0.152849779	0.13432395
NOXRED1	na	0	0	0	0	0	0	0	0	0	0	0	0
AHSA1	na	0.050742374	0.03077102	0.025368477	0.039150792	0.040661422	0.040661422	0.03295478	0.027797996	0.036389746	0.053200827	0.04521705	0.031888427
ENSSSCG00000002405	na	0	0	0	0	0	0	0	0	0	0	0	0
SPTLC2	na	0.092916509	0.119549002	0.100870695	0.081902369	0.081621005	0.081621005	0.082626134	0.060806349	0.056933131	0.065587859	0.084265676	0.08402081
ALKBH1	na	0.136171888	0.151961403	0.143501225	0.14802883	0.185133709	0.185133709	0.144921767	0.168332405	0.139732557	0.149627484	0.165212652	0.141909777
SLIRP	na	0.027498112	0.026681196	0.020078199	0.024355369	0.025055651	0.025055651	0.012760274	0.018762257	0.009115877	0.020319491	0.013324935	0.027677281
SNW1	na	0.104679679	0.117603541	0.110557399	0.092029116	0.101267994	0.101267994	0.142833246	0.13620119	0.1349118	0.142489528	0.158511732	0.165383673
ADCK1	na	0.111656371	0.094434491	0.118469763	0.1094172	0.089934104	0.089934104	0.076376257	0.098462978	0.080406269	0.081760124	0.075190372	0.091340003
RF00026.671	na	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000002409	na	0	0	0	0	0.001317942	0.001317942	0	0	0	0	0	0
ENSSSCG00000033094	na	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000023332	na	0	0	0	0	0	0	0.002284704	0.00134749	0.004678902	0.002386564	0.002782678	0.00217508
ENSSSCG00000028942	na	0.03207385	0.033969293	0.026732864	0.03778718	0.035029219	0.035029219	0.038360733	0.063521737	0.100210426	0.03690635	0.063447304	0.044330678
ENSSSCG00000034900	na	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000021315	na	0.764408671	0.804860144	0.727334444	0.797515507	0.794163642	0.794163642	1.602559708	1.649097699	1.725302512	1.643630808	1.598534245	1.826854052
RF00322.23	na	0	0	0	0	0	0	0	0	0	0	0	0
DIO2	na	0.011869195	0.001296398	0	0.000846282	0.01149671	0.01149671	0	0	0.002865458	0	0	0
CEP128	na	0.086060637	0.085905872	0.082640293	0.076308196	0.079141423	0.079141423	0.137154771	0.118863101	0.13665259	0.128051826	0.137808944	0.121045952
TSHR	na	0.009990425	0.012854634	0.015856907	0.011743374	0.00615482	0.00615482	0.036380348	0.039482135	0.038533549	0.03532157	0.022710026	0.022071877
GTF2A1	na	0.272510873	0.213365348	0.251254202	0.226744568	0.207401545	0.207401545	0.253328262	0.227058631	0.197588115	0.206893456	0.269216248	0.246144259
RF00600.2	na	0	0	0	0	0	0	0	0	0	0	0	0
STON2	na	0.174056695	0.169408054	0.200244874	0.185719201	0.165201902	0.165201902	0.131957065	0.132965784	0.120407869	0.116248768	0.125952652	0.122620335
SEL1L	na	0.24240764	0.260215962	0.25728717	0.244358139	0.244647775	0.244647775	0.206108858	0.198435338	0.174276504	0.229954859	0.190576516	0.233449585
RF00425.11	na	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000032618	na	0	0	0	0	0	0	0	0	0	0	0	0
RF00100.110	na	0	0	0	0	0	0	0	0	0	0	0	0
FLRT2	na	0.100585579	0.091578169	0.105588955	0.084277779	0.110476833	0.110476833	0.185777149	0.159965776	0.158858579	0.190845716	0.174280107	0.136895271
ENSSSCG00000028857	na	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000036917	na	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000037928	na	0	0	0	0	0	0	0	0	0	0	0	0
GALC	na	0.126921532	0.107075424	0.131658655	0.129745638	0.108299558	0.108299558	0.085717317	0.100298231	0.083548478	0.090471618	0.111689931	0.095041594
GPR65	na	0	0.007016688	0	0	0	0	0	0	0	0	0	0
KCNK10	na	0.003637388	0.002695966	0.007156746	0.001435332	0.000730718	0.000730718	0.011445086	0.00716652	0.004204848	0.007906427	0.009048993	0.003735943
SPATA7	na	0.418514015	0.374039964	0.4113613	0.449675309	0.406240262	0.406240262	0.315243653	0.311325239	0.310913541	0.267328695	0.314090681	0.3016544
PTPN21	na	0.706712128	0.643344803	0.681241075	0.681629734	0.659974261	0.659974261	1.186476737	1.244752688	1.134389121	1.12781109	1.142913137	1.151314549
ZC3H14	na	0.768550922	0.800773223	0.768152382	0.738223234	0.750517809	0.750517809	0.677923181	0.607116202	0.614804157	0.625642869	0.623744395	0.646516904
EML5	na	0.282403343	0.355787917	0.313890355	0.339020953	0.301492551	0.301492551	0.182228764	0.147472184	0.172776917	0.149160313	0.165184082	0.145471419
TTC8	na	0.040204312	0.034619193	0.037373455	0.046108829	0.044843079	0.044843079	0.026675429	0.025630421	0.02337792	0.036997113	0.028724247	0.02293403
ENSSSCG00000032061	na	0	0	0	0	0	0	0.001438284	0	0	0	0.00348407	0.001723871
RF00100.111	na	0	0	0	0	0	0	0	0	0	0	0	0
RF00026.672	na	0	0	0	0	0	0	0	0	0	0	0	0
FOXN3	na	1.79212883	1.864582758	1.842184547	1.862702998	1.859447578	1.859447578	2.807596131	2.888359097	2.915877998	2.893040426	3.012052799	2.926642083
EFCAB11	na	0.880077492	0.901629932	0.932101929	0.837664811	0.968426414	0.968426414	1.004377606	1.054621872	0.987893648	0.933568805	0.984055696	1.112196585
TDP1	na	0.098264066	0.064958917	0.096064443	0.082786908	0.083845993	0.083845993	0.041456185	0.032972518	0.039967155	0.054395817	0.044436935	0.056595279
KCNK13	na	0.015900236	0.02676313	0.019410354	0.029691664	0.031950434	0.031950434	0.020086464	0.020574797	0.025407141	0.024615415	0.025397841	0.026207276
ENSSSCG00000002433	na	0.107871581	0.110508845	0.08318463	0.093580221	0.079796872	0.079796872	0.129548323	0.128402516	0.145707769	0.126644683	0.122505983	0.110878989
NRDE2	na	0.156000029	0.142444381	0.164736611	0.142204798	0.127192783	0.127192783	0.171174529	0.14994671	0.153534781	0.185922883	0.128545018	0.119435405
CALM1	na	0.253893762	0.237554305	0.252651079	0.244579646	0.255541565	0.255541565	0.131889995	0.151428577	0.167545098	0.137396087	0.124217467	0.14346406
TTC7B	na	1.625081535	1.504107563	1.558256116	1.533830827	1.557019237	1.557019237	0.927610259	0.90624522	1.033211452	0.908371665	0.907005235	0.901490588
RF00614.9	na	0	0	0	0	0	0	0	0	0	0	0	0
RPS6KA5	na	1.400781432	1.430274247	1.549917379	1.475771867	1.473059528	1.473059528	1.112333775	1.019597938	1.063804629	1.079941889	0.990931241	1.030968138
ENSSSCG00000002438	na	0.018375735	0.038408937	0.020690755	0.030424018	0.026644749	0.026644749	0.025322594	0.015645802	0.01519299	0.022213879	0.010142852	0.01710044
GPR68	na	0.000938738	0	0	0	0	0	0.003579195	0	0.003579195	0	0	0
ENSSSCG00000002440	na	0.010892825	0.014538033	0.022041451	0.017807781	0.016963481	0.016963481	0.016328787	0.0156598	0.016907578	0.01243804	0.015329749	0.012780646
ENSSSCG00000036872	na	0.001167044	0	0.001288439	0	0	0	0.00170581	0.00170581	0.004582137	0.002353411	0.005173452	0.004229305
PPP4R3A	na	0.727050528	0.69547525	0.722064167	0.742295141	0.755215975	0.755215975	0.728843184	0.79922891	0.758485522	0.750283267	0.80512267	0.67518636
CATSPERB	na	0.00114506	0.000894339	0	0	0.001860369	0.001860369	0.010089582	0.004953595	0.00927461	0.001262788	0.003297771	0.001262788
RF00619.14	na	0	0	0	0	0	0	0	0	0	0	0	0
TC2N	na	0.01739367	0.020120313	0.0078705	0.005882499	0.0287117	0.0287117	0.013912923	0.015060237	0.013703004	0.00952669	0.018818455	0.013278836
FBLN5	na	1.227903312	1.201874455	1.230302352	1.212788793	1.231566624	1.231566624	1.368953837	1.412883744	1.371055387	1.404832947	1.426336493	1.38169563
