NAME	DESCRIPTION	P1-MI-D1	P1-MI-D3	P11-Sham	P2-Sham	P4-Sham	P8-MI-D1	P8-MI-D3	P9-Sham
2310043O21Rik	na	0.025216726	0.028347971	0.059099664	0.012535662	0.008298697	0.01851233	0.007985714	0.089185466
Atp6v1c1	na	0.168916532	0.183390662	0.083606127	0.141905061	0.095066769	0.10102529	0.116505309	0.081773684
Gm26704	na	0.017388064	0.01546144	0.021748563	0.018252815	0.026394201	0.014735195	0.017754211	0.024652286
Baalc	na	0.006425504	0.002209378	0.011490784	0.004331389	0.002508366	0.004866645	0.003618868	0.021534934
Fzd6	na	0.052125847	0.083257782	0.079484312	0.07450526	0.062136591	0.065601466	0.125184505	0.0792772
Cthrc1	na	0.028870432	0.098164945	0.00648907	0.022139638	0.056089878	0.020247098	0.114732105	0.0108106
Slc25a32	na	0.043487035	0.06342721	0.032529801	0.03591589	0.036106906	0.049166402	0.0499646	0.045217205
Dcaf13	na	0.080164797	0.079230922	0.036886795	0.063978248	0.044791329	0.058392537	0.052425718	0.037721036
Rims2	na	0.16110596	0.17109357	0.238878463	0.192801967	0.165239627	0.114250725	0.187528837	0.294722184
Dcstamp	na	0	0	0	0	0	0	0.002197713	0
Dpys	na	0.002380319	0.006123527	0.010617956	0.003046825	0.0197802	0.008397209	0.010800642	0.018234463
Gm16291	na	0	0	0.000665405	0.000933696	0.000597865	0.000722357	0.000646744	0
Lrp12	na	0.055227664	0.054906105	0.025272949	0.040085844	0.028331764	0.044984222	0.044542541	0.016980666
9330182O14Rik	na	0	0	0	0	0	0	0	0
Gm16294	na	0	0.000540578	0	0	0	0	0	0.000449708
Zfpm2	na	2.027851641	2.185158343	1.98824676	1.653339872	1.588171052	2.255320932	2.319539408	2.051070592
Oxr1	na	0.398086516	0.446025527	0.194833588	0.315627236	0.240308948	0.283581318	0.253852914	0.226604454
Gm26854	na	0.002149777	0.000708826	0.001909943	0.006000258	0.00248028	0	0.000465875	0.002682154
Abra	na	0.096395017	0.093586717	0.086352651	0.059589287	0.053391382	0.075705594	0.101185985	0.062710265
Angpt1	na	0.065355855	0.130405003	0.139785493	0.146505201	0.092631037	0.026763767	0.044064406	0.103242623
Gm17473	na	0.003202371	0.002531809	0.008803115	0.015122021	0.007467172	0.001063125	0.001748248	0.006512762
Rspo2	na	0.00439253	0.005005615	0.00319325	0.002197859	0.00083867	0.000356297	0.001494365	0.002415944
Eif3e	na	0.261975888	0.229749314	0.068962747	0.232851473	0.203586255	0.106096414	0.100045148	0.072972441
Gm10373	na	0.039008145	0.040901166	0.014931238	0.012783207	0.010289824	0.052522198	0.05559467	0.025756373
Emc2	na	0.322964654	0.340269403	0.175985834	0.39034063	0.270360596	0.250782837	0.243426305	0.178850358
Tmem74	na	0	0	0	0	0	0	0	0
Trhr	na	0	0	0	0.000901107	0	0	0.001948362	0.000570143
Nudcd1	na	0.088491047	0.070095903	0.070040097	0.052793228	0.049696649	0.079277835	0.05643435	0.078858104
Eny2	na	0.472524515	0.527072204	0.223899641	0.540134448	0.38160159	0.182137911	0.187895854	0.233804907
Pkhd1l1	na	0.014896738	0.01199667	0.004876074	0.004785529	0.005986497	0.007117736	0.008913109	0.004350573
Ebag9	na	0.067939541	0.0559452	0.032838093	0.068685178	0.05304015	0.030815125	0.03617784	0.026330568
Sybu	na	0.013436418	0.026739793	0.041527396	0.020222337	0.028109621	0.026902597	0.02561074	0.033986812
2310069G16Rik	na	0.001414988	0.001625662	0.005237472	0.001700211	0.001812965	0.002368833	0.011394749	0.003131804
Kcnv1	na	0	0	0	0	0	0	0	0
1700022A22Rik	na	0.005954178	0.004285294	0.018758615	0.008037667	0.004487149	0.001488587	0.008013838	0.012762833
4930548G14Rik	na	0	0	0.001326098	0	0	0.000521307	0	0
Csmd3	na	0.067455831	0.047385072	0.060491775	0.035822132	0.054986937	0.040303407	0.04014717	0.074699953
Trps1	na	0.331891739	0.371759688	0.092914517	0.208214047	0.179979294	0.200544789	0.198544419	0.094662026
Eif3h	na	0.402736523	0.415822812	0.098845602	0.367449227	0.269569285	0.151687813	0.170999315	0.09502963
Utp23	na	0.037397406	0.035857864	0.012635302	0.042357768	0.025237024	0.017530126	0.016520028	0.011729993
Rad21	na	0.277395419	0.432135505	0.078011312	0.295933717	0.206289538	0.095470347	0.119409189	0.08477106
Aard	na	0.005866779	0.00383712	0.001198745	0.001146872	0.000778144	0.002030692	0.005324367	0
Slc30a8	na	0.000662521	0.000727403	0.003019659	0	0.00213558	0	0.001454886	0.000487249
Gm10020	na	0.13149713	0.146138894	0.038652539	0.099939325	0.105106229	0.024522641	0.053180395	0.037590072
Med30	na	0.081057319	0.099911332	0.019640221	0.089524685	0.076596672	0.011773674	0.022999044	0.016476438
Ext1	na	0.889640117	0.963512496	0.909216555	0.567736199	0.664335542	1.135455531	1.161973854	0.716746302
Samd12	na	0.016694574	0.01796109	0.021057334	0.013340095	0.019710428	0.014162673	0.01528247	0.025512012
Gm7489	na	0	0	0	0	0	0	0	0
Tnfrsf11b	na	0.008380787	0.0061556	0.004248249	0.003425015	0.008009143	0.010637456	0.014908859	0.002392033
Colec10	na	0.000691151	0.001148487	0.001300091	0	0.000651477	0	0.00155999	0.000284922
Mal2	na	0	0	0.000755203	0	0.00056764	0	0.001235895	0
Nov	na	0.027941185	0.027929353	0.01303369	0.0538796	0.095881891	0.004468225	0.023890836	0.005309923
Enpp2	na	0.006280956	0.007098082	0.000600584	0.002368036	0.002287786	0.000794233	0.011622826	0.001909849
Gm26684	na	0	0	0	0	0	0	0	0.000425382
Taf2	na	0.138735827	0.153390215	0.081654908	0.093482533	0.073615606	0.112995671	0.123454872	0.07456246
Dscc1	na	0.005943375	0.02007938	0.003132737	0.01682014	0.018276553	0.001077851	0.003746283	0.000848871
Gm9920	na	0.000228174	0	0.000522486	0	0.000658123	0	0.001155489	0.00099512
Deptor	na	0.12226084	0.111614281	0.141881926	0.108392075	0.116346723	0.068842055	0.098546028	0.146304919
Col14a1	na	0.117546121	0.276706314	0.058662766	0.127197674	0.14212915	0.052372455	0.164968867	0.063203365
1700040F17Rik	na	0	0	0	0	0	0	0	0
Mrpl13	na	0.180782823	0.244803361	0.086573769	0.17230767	0.126081649	0.06806661	0.095571445	0.076039339
Mtbp	na	0.044957529	0.072929367	0.02006681	0.044230358	0.043865165	0.034209363	0.028367875	0.027902749
Sntb1	na	1.45489447	1.117687364	0.883012384	0.926625668	0.966408862	1.531332401	1.592086662	1.018445241
Has2	na	0.008739725	0.002951521	0.001224649	0.009757945	0.002271544	0.004090421	0.008450094	0.002151255
Slc22a22	na	0.008495285	0.005294483	0.022029268	0.01105944	0.012761811	0.003599965	0.006442516	0.024813811
Zhx2	na	0.224515316	0.247625653	0.175683063	0.128522003	0.132094678	0.222789618	0.298758217	0.161269482
Gm16006	na	0	0.000208843	0	0	0	0	0	0
9330154K18Rik	na	0	0	0	0	0	0	0	0
Derl1	na	0.283721457	0.242271682	0.094276598	0.260708554	0.187132889	0.133639057	0.123383049	0.119815728
Tbc1d31	na	0.088458792	0.137811527	0.091447792	0.123162973	0.123308678	0.06065357	0.056436211	0.101619021
Fam83a	na	0.00361068	0.005395848	0.010394612	0.001775777	0.021588138	0.009100248	0.013111379	0.005372261
9130401M01Rik	na	0.051826689	0.054816727	0.017678869	0.067140967	0.037683119	0.024140176	0.02390596	0.027340853
Gm29394	na	0.028465306	0.047527549	0.03053837	0.015911314	0.029041721	0.04036679	0.043238306	0.022740398
Zhx1	na	0	0	0	0	0.000562727	0	0	0
Atad2	na	0.126257117	0.216519979	0.033667775	0.093315132	0.157576198	0.033114405	0.054013255	0.025161542
Wdyhv1	na	0.073502443	0.085280104	0.043538109	0.050529961	0.047548488	0.036103007	0.040945485	0.04356791
Fbxo32	na	0.113854168	0.184448987	0.121778717	0.099946558	0.062248665	0.080704273	0.213966703	0.090612148
Klhl38	na	0.030287215	0.04793205	0.047146895	0.045131064	0.018688153	0.023157277	0.049714078	0.077715556
Anxa13	na	0.006285139	0.001680512	0.003131537	0.005339383	0.003761679	0.003486369	0.006769759	0.001953928
D15Ertd621e	na	0.107055539	0.107067539	0.042745839	0.057294119	0.038592165	0.098426433	0.08678524	0.044438216
Fer1l6	na	0.012790547	0.009804473	0.014305594	0.010865356	0.004369569	0.012711552	0.019344756	0.012210671
Tmem65	na	0.383532559	0.482577481	0.326089173	0.279155298	0.287684131	0.451808155	0.449967154	0.344269352
Ube2d4	na	0	0	0.000672774	0	0	0	0	0
Trmt12	na	0.026320577	0.022781191	0.007992944	0.014322387	0.015631235	0.008279896	0.015388549	0.009895319
Rnf139	na	0.142062154	0.147344941	0.096369158	0.115652221	0.09814117	0.097261313	0.116544198	0.078774504
Tatdn1	na	0.155359202	0.139425369	0.105193646	0.093695137	0.095646563	0.142023658	0.146658474	0.092142564
Ndufb9	na	1.578321364	1.536222949	0.596937015	1.977773664	1.621245237	0.292854161	0.441571232	0.65463754
Mtss1	na	0.616720415	0.800424818	0.61132255	0.54029216	0.492287684	0.813395534	0.525625422	0.65979377
Sqle	na	0.073485218	0.055434754	0.002232031	0.055459966	0.042300681	0.025692943	0.011162299	0.006552026
E430025E21Rik	na	0.079609773	0.076926656	0.056386139	0.059684326	0.045909326	0.052599037	0.050967132	0.045691501
Nsmce2	na	0.39952178	0.43210402	0.257081875	0.329027631	0.263719139	0.309447409	0.364719819	0.243146762
Trib1	na	0.071405821	0.053711108	0.020857327	0.014167054	0.016238367	0.058502933	0.046036686	0.018479951
4933412E24Rik	na	0	0	0	0	0	0	0	0
Fam84b	na	0.00718051	0.009981908	0.001594878	0.004061843	0.001455444	0.004962668	0.005737859	0.001200735
A1bg	na	0	0	0	0	0	0	0	0
Myc	na	0.037518043	0.009358537	0.007815475	0.015094952	0.011653823	0.030816134	0.014946811	0.012666905
Pvt1	na	0.209796691	0.080720136	0.036637106	0.070950449	0.049296305	0.267299498	0.086010419	0.046684296
Gsdmc	na	0.000598747	0	0.000542495	0	0	0.001384652	0	0
Gsdmc2	na	0	0.000550701	0.001521154	0	0.000584368	0.000644719	0	0.000829702
Gsdmc3	na	0	0	0.000671944	0	0	0	0	0
Gsdmc4	na	0.001009056	0.000611897	0.001279488	0	0.000565358	0	0	0.000910007
Fam49b	na	0.536923042	0.474325516	0.292760925	0.36555311	0.369443437	0.613541314	0.476798533	0.285555439
Asap1	na	0.772637922	0.859372604	0.85344478	0.508139431	0.532676531	0.968057587	0.927582766	0.880971923
Adcy8	na	0.006849762	0.011712853	0.023704716	0.00870779	0.004138848	0.002952351	0.010788926	0.01866599
Gm21798	na	0.001357061	0.002149578	0.00231693	0	0.00235716	0.002511337	0.00062481	0.003880486
Gm21961	na	0.019772967	0.018597932	0.038018749	0.019532623	0.011141226	0.007054385	0.01704987	0.024159896
Efr3a	na	0.329209188	0.421126071	0.298085398	0.292524173	0.216973083	0.330704507	0.387862812	0.229545407
Oc90	na	0	0.00037787	0.001133432	0.001922139	0.001237604	0.000640356	0.001353809	0.00091599
Hhla1	na	0.102308265	0.124194824	0.054337621	0.127943221	0.08282151	0.025043057	0.045926878	0.049707742
Kcnq3	na	0.011675298	0.026238986	0.017224121	0.012768048	0.013347007	0.026703933	0.025126652	0.028738177
Gm27153	na	0.001792921	0.000624646	0.000955172	0	0.000540979	0	0.000445289	0
Gm27242	na	0	0	0	0	0	0	0	0
Lrrc6	na	0.001831911	0.003621157	0.003201264	0.001822837	0.00167247	0.001589204	0.003914538	0.002025492
Tmem71	na	0.157115999	0.168143207	0.087522869	0.138037609	0.120874145	0.083598743	0.078602274	0.131233525
Phf20l1	na	0.873669606	0.964479564	0.62431128	0.663741041	0.56002404	0.944396172	0.830145101	0.691593912
Tg	na	0.013468895	0.023553912	0.010496655	0.009447168	0.010247515	0.008429706	0.008616559	0.007591578
Gm17140	na	0	0.001110091	0	0	0	0	0	0.000914567
Sla	na	0.016335535	0.01250974	0.009398685	0.016788567	0.015994785	0.014145213	0.017807973	0.009376141
Wisp1	na	0.172196451	0.147280628	0.086984588	0.097260267	0.080290033	0.099200266	0.077521153	0.066741319
Ndrg1	na	0.14868758	0.062552577	0.004225284	0.018753125	0.007654273	0.149049775	0.026902413	0.00892001
Gm17035	na	0	0.000595479	0	0.000769728	0	0.001109889	0	0
St3gal1	na	0.044239393	0.044813205	0.017159724	0.026083027	0.012771999	0.013621091	0.036373315	0.015794479
1700012I11Rik	na	0.015940373	0.008531987	0.015228341	0.012646659	0.013237185	0.015054123	0.010007448	0.013969046
Zfat	na	0.095538733	0.090217938	0.045808708	0.057783163	0.047119112	0.099040188	0.093302125	0.047628846
Gm20732	na	0.824480398	0.861435923	0.841077961	0.454024451	0.457202161	1.027329883	1.134839545	0.745517036
Khdrbs3	na	0.340738938	0.359832852	0.318579408	0.242191113	0.151301898	0.327166329	0.423406422	0.239859937
Fam135b	na	0.004775264	0.000653516	0.009926291	0.004684648	0.002039672	0.004117138	0.003250515	0.006168822
Col22a1	na	0.001919318	0.00159534	0.002442725	0	0.00173457	0.001540786	0.002758642	0.00231334
Gm16308	na	0	0	0	0	0	0	0	0
Kcnk9	na	0	0	0	0	0	0	0	0
Trappc9	na	0.248905821	0.275307086	0.201319824	0.179771544	0.124505008	0.244345862	0.289502537	0.177732424
Chrac1	na	0.212037969	0.204963016	0.123930196	0.321383974	0.23610945	0.059640182	0.071812817	0.153767316
Ago2	na	0.454713296	0.38263647	0.160624695	0.240072185	0.187288332	0.269849255	0.188719569	0.174124498
Ptk2	na	0.650276997	0.66483994	0.415625031	0.43899683	0.380730245	0.655042869	0.498457475	0.461505861
Dennd3	na	0.03332272	0.050119458	0.018682224	0.029606899	0.029044207	0.018014085	0.022669753	0.025768674
Slc45a4	na	0.048145394	0.065757003	0.032502934	0.042335936	0.028252562	0.031499905	0.043279629	0.042519772
Gpr20	na	0.002682284	0.000925304	0.001689906	0.001075241	0.004616482	0.001139903	0.001293401	0.002770251
Ptp4a3	na	0.480015218	0.586054072	0.324778756	0.507750369	0.376241289	0.242140147	0.288642193	0.381313674
Mroh5	na	0.128347735	0.120494637	0.04707353	0.328528513	0.22478304	0.021253627	0.029066481	0.100918298
Gm6569	na	0	0	0	0.001938511	0.000518208	0.000212936	0	0
Adgrb1	na	0	0	0	0.001162774	0	0	0	0
Mroh4	na	0	0	0	0	0	0	0	0
Arc	na	0.000730897	0	0	0	0	0.001365482	0	0
Jrk	na	0.01001646	0.01122502	0.003082867	0.01116279	0.007772762	0.007957565	0.003395607	0.003455686
4933427E11Rik	na	0	0.000624308	0	0	0.001277018	0	0.000934203	0
Psca	na	0.002607232	0.002552805	0	0	0	0.001714625	0	0
Them6	na	0.01024768	0.008040871	0.005348089	0.010086701	0.014559196	0.004018281	0.01160598	0.007634458
Slurp1	na	0.001382162	0.000688622	0.000595236	0.000564329	0	0	0	0
Lypd2	na	0	0.000557954	0.002138744	0.00146503	0.00256725	0.000720338	0.000846361	0.001754988
2300005B03Rik	na	0	0.000960078	0	0	0.000597202	0	0	0
Lynx1	na	0.275726364	0.346660638	0.382809094	0.366920812	0.365447464	0.114713791	0.217202111	0.38192351
Ly6d	na	0.002436033	0.00128956	0.00366877	0.001797258	0.013094286	0.002791158	0.004609261	0
D730001G18Rik	na	0	0	0	0	0	0	0	0
Gm17189	na	0	0	0	0	0	0	0	0
Ly6k	na	0	0	0.000473893	0	0	0.000755113	0.001351882	0
Gml	na	0	0	0	0	0	0	0	0
Gml2	na	0	0	0.000409093	0	0.000643925	0.002828768	0.00041894	0
Cyp11b1	na	0	0	0	0	0	0	0	0
Cyp11b2	na	0	0	0	0	0	0	0	0
2010109I03Rik	na	0.000387731	0.000414145	0	0.000898948	0.000472581	0.000212936	0.000699574	0.001464466
Ly6e	na	0.153218942	0.17888885	0.045937152	0.074526807	0.085700007	0.042981898	0.116542417	0.033213698
Ly6i	na	0	0	0	0	0	0.000481648	0.000492749	0
Ly6a	na	0.055523053	0.054510459	0.01406128	0.025073866	0.019300312	0.024352809	0.032397194	0.012377041
Gm28068	na	0.001626394	0.002693799	0.003046113	0.002182213	0.002680903	0.000477343	0	0.004484904
Ly6c1	na	0.098396405	0.111307901	0.029408297	0.037202394	0.040351367	0.02259913	0.061379083	0.025698175
Gm28502	na	0	0	0	0	0	0	0	0
Ly6c2	na	0.002721324	0.001447847	0.001564532	0.003939366	0.002686711	0.000601135	0.000400467	0
Ly6g	na	0	0	0	0	0	0.001358261	0.000749407	0
BC025446	na	0	0	0	0	0	0	0	0
Ly6f	na	0	0	0	0	0	0	0	0
Gm20654	na	0	0	0	0	0	0	0	0
Ly6h	na	0.001060341	0.004710124	0.002989643	0.008571912	0.008349513	0	0.000625926	0.001359875
Gpihbp1	na	0.269366446	0.226875699	0.039153925	0.08638444	0.119937268	0.049363254	0.073944245	0.030369535
Zfp41	na	0.004643922	0.010484643	0.001001193	0.013615747	0.004517649	0.004233643	0.002129568	0.002404776
Top1mt	na	0.017226721	0.026175519	0.008412941	0.02573986	0.022698017	0.008028378	0.011089641	0.012380762
Gm15945	na	0.000681713	0	0	0	0.000513342	0	0	0
Rhpn1	na	0.001126778	0	0	0.000593581	0	0	0	0
Mafa	na	0	0	0	0	0	0	0	0
Zc3h3	na	0.033264459	0.023590272	0.0206741	0.01816818	0.018722913	0.028164354	0.026838294	0.026963513
Gsdmd	na	0.013209057	0.017637247	0.00525767	0.020352665	0.005706154	0.006467552	0.014729804	0.003032676
Mroh6	na	0	0	0	0	0	0	0	0
Naprt	na	0.015142132	0.022634749	0.028428529	0.035814827	0.018085454	0.011590076	0.029804559	0.030239481
Eef1d	na	0.517152574	0.42939026	0.082152625	0.461090827	0.298589011	0.074300957	0.123017137	0.093999238
Tigd5	na	0.007197564	0.010256982	0.004659928	0.006472466	0.004035806	0.004388513	0.005583362	0.00423742
Pycrl	na	0.086846311	0.068833745	0.059558487	0.079807432	0.056953226	0.039400036	0.035548007	0.062350911
Tsta3	na	0.081090511	0.088446631	0.036594847	0.081979349	0.053201293	0.028239508	0.0501779	0.048868312
Zfp623	na	0.019752398	0.020093815	0.013502358	0.013368234	0.011958498	0.023538765	0.021402889	0.014240767
Zfp707	na	0.045421133	0.044048522	0.044658041	0.036774625	0.026181354	0.031825279	0.03138301	0.049836476
Ccdc166	na	0.008063907	0.009563742	0.003355807	0.005777815	0.006907829	0.00211373	0.00241703	0.003308466
Mapk15	na	0.000623932	0.000330842	0.000503155	0	0	0.000309589	0	0
Fam83h	na	0.00229307	0.002277187	0.001148929	0	0.001095047	0.001369848	0.001087888	0.000652951
K230010J24Rik	na	0.011972026	0.011226961	0.014598532	0.009940242	0.004027933	0.017413387	0.019035495	0.01344247
Scrib	na	0.093015668	0.125423975	0.057483023	0.059553753	0.043323724	0.067990711	0.075473455	0.048491925
Puf60	na	0.29453855	0.277448114	0.122933196	0.324291627	0.211594247	0.126497748	0.153566877	0.106335567
Nrbp2	na	0.18438781	0.241874305	0.202653162	0.147317014	0.075269536	0.176147702	0.245302359	0.163618646
BC024139	na	0	0	0	0	0.00062424	0.000946284	0	0
Plec	na	0.512464644	0.448431408	0.201116767	0.329618122	0.203673068	0.524715717	0.453437675	0.169180699
Parp10	na	0.042200988	0.041834846	0.02685657	0.021229101	0.013536152	0.022042301	0.033483766	0.035284607
Grina	na	0.23587488	0.300909839	0.222198114	0.253897991	0.150036201	0.223038494	0.242987109	0.248304945
Spatc1	na	0	0	0.001002402	0	0	0.000475609	0	0.001527368
Smpd5	na	0.007769434	0.017012356	0.009712694	0.020040221	0.00388924	0.001027002	0.004964162	0.006205723
Oplah	na	0.065081584	0.063476194	0.063352605	0.083866246	0.075509653	0.057047504	0.070810535	0.083016767
Exosc4	na	0.132800988	0.139541526	0.053472793	0.135094963	0.100613069	0.035284985	0.043291838	0.06171768
Gpaa1	na	0.140248473	0.127449846	0.087682213	0.20655023	0.14060182	0.087924607	0.079929211	0.108552532
Cyc1	na	1.499106957	1.485004178	0.989894074	2.08902913	1.562613566	0.353888349	0.563112025	1.158428847
Sharpin	na	0.047673526	0.054099339	0.05559099	0.065359613	0.034455641	0.018057409	0.039414178	0.042416936
Maf1	na	0.138544403	0.163394285	0.083698795	0.243994574	0.122618854	0.029734832	0.054467155	0.091212999
WDR97	na	0.002917461	0.000842013	0.001139334	0	0.000679695	0.001252074	0.000530504	0.001726699
Hgh1	na	0.032574238	0.022577146	0.020436789	0.025431981	0.015948367	0.021203586	0.019944214	0.019730214
Tssk5	na	0	0	0	0	0	0	0	0
Mroh1	na	0.278668942	0.221288076	0.190364961	0.201204836	0.117250276	0.171303827	0.214599887	0.214999926
Bop1	na	0.099109713	0.064097532	0.032637029	0.074722163	0.061402371	0.062455567	0.047793228	0.041576597
Scx	na	0.010850246	0.01940928	0.005944305	0.006551518	0.005494021	0.011636554	0.009817787	0.001455513
Hsf1	na	0.114253299	0.107338502	0.11342708	0.098511492	0.076765612	0.093937708	0.098941025	0.101140133
Dgat1	na	0.185366273	0.242357275	0.160553729	0.228574625	0.152583078	0.150990715	0.195392682	0.134146513
Scrt1	na	0	0	0	0	0	0	0	0
Fbxl6	na	0.106233352	0.123481235	0.108568922	0.155337446	0.09832086	0.067288388	0.096284533	0.147994573
Slc52a2	na	0.038557936	0.03513967	0.022434324	0.034846084	0.03328176	0.01777079	0.017476316	0.020785227
Adck5	na	0.080215796	0.087983149	0.069914055	0.090119032	0.058793461	0.053173345	0.062612336	0.081957155
Cpsf1	na	0.047107663	0.05160506	0.029543162	0.035982322	0.011434756	0.035406299	0.033026041	0.02792229
Slc39a4	na	0.001089638	0.00063409	0.001107775	0.000853605	0.000988391	0.002771581	0.002289088	0.000547034
Tonsl	na	0.215652796	0.216066362	0.078547031	0.255977787	0.154221185	0.034527463	0.07195017	0.101002664
Cyhr1	na	0.220444662	0.316226063	0.250012247	0.26265648	0.147611781	0.185468762	0.225896565	0.207627419
Kifc2	na	0.007585004	0.023204101	0.03386632	0.010735808	0.008048591	0.025137926	0.0337365	0.032005528
Foxh1	na	0	0	0	0	0	0	0	0
Ppp1r16a	na	0.068153404	0.093597351	0.066660566	0.085746133	0.057345717	0.067271145	0.100386074	0.077851551
Gpt	na	0.012985222	0.04344046	0.027745406	0.027194438	0.016296255	0.020013779	0.035600337	0.03542308
Mfsd3	na	0.029818705	0.030677254	0.016015347	0.025324527	0.022444219	0.011891618	0.017900538	0.017827441
Recql4	na	0.006447263	0.012421434	0.005060289	0.011079433	0.004806869	0.003215562	0.006894187	0.003360396
Lrrc14	na	0.065582355	0.055857499	0.031770923	0.057024376	0.0356155	0.030052382	0.047621023	0.029398309
Lrrc24	na	0.057341817	0.055418833	0.032661675	0.064852513	0.025577355	0.02131359	0.025012904	0.043947697
Arhgap39	na	0.134149318	0.159771491	0.112779801	0.146656093	0.100994113	0.111114345	0.157863412	0.116979189
Zfp251	na	0.073883155	0.069008251	0.044599044	0.055920432	0.047504342	0.065202927	0.096117145	0.0501492
Zfp7	na	0.046974638	0.026658012	0.015875525	0.02286183	0.025670988	0.02287262	0.018862663	0.020841707
Commd5	na	0.074945966	0.077585089	0.021942745	0.058709341	0.034802539	0.020523936	0.030373011	0.021358787
Rpl8	na	1.365918666	1.077835397	0.221092639	0.997714687	0.799922121	0.27439899	0.345913725	0.300772872
Zfp647	na	0.003420586	0.00734092	0.017395197	0.010349394	0.00461025	0.002167226	0.002359914	0.013114913
1110038F14Rik	na	0.153933137	0.159934575	0.09569526	0.157714915	0.108575796	0.097382021	0.091205503	0.107661179
Mb	na	1.891943519	2.532966487	1.261470374	2.536795254	2.379827241	0.685405934	1.051502665	1.203152015
Apol6	na	0.000340872	0.000589706	0.001270371	0	0	0.000408329	0.002065955	0
Rbfox2	na	0.847001936	0.886322683	0.609791612	0.581488548	0.435136876	1.191194474	0.905005825	0.591558903
1700109K24Rik	na	0.009291435	0.005392333	0.000747432	0.004352092	0.006190691	0.010915908	0.004153819	0.000899908
Apol7a	na	0.001394774	0	0	0	0	0	0.001173429	0
Apol9a	na	0.00056919	0.000728656	0	0	0.001318477	0	0.000750118	0.001024329
Apol7b	na	0.00213265	0.002028054	0.001462963	0.001175235	0.000379141	0.002498674	0.00059855	0.000919339
Apol10a	na	0.000971046	0.002142839	0.000698896	0	0	0.000399972	0.002665906	0.000461778
Apol11a	na	0	0	0	0	0	0	0	0
Apol7c	na	0	0	0	0	0	0	0.000668241	0
1700025B11Rik	na	0.00063771	0	0	0	0	0	0	0
Apol10b	na	0.000710335	0.000472225	0	0	0.001232994	0	0	0
Apol11b	na	0	0.0005736	0	0	0	0	0.000346434	0
Apol7e	na	0	0	0	0	0.000241814	0	0	0
Apol9b	na	0.00115684	0.000763214	0	0	0.000953442	0	0.000571676	0
Apol8	na	0.00098853	0	0	0.000981379	0	0.004195302	0.000597925	0
Myh9	na	0.566971824	0.322492989	0.169911537	0.199364534	0.204279491	0.486759882	0.270111108	0.182961128
Txn2	na	0.389526349	0.351529517	0.262870712	0.335428723	0.270450607	0.15727919	0.201277018	0.230834441
Foxred2	na	0.001049128	0.001563513	0.001323169	0	0.000989484	0.000519036	0.000614451	0.001303739
Eif3d	na	0.196080797	0.176517267	0.033327482	0.155852066	0.075132898	0.059336489	0.057172987	0.043413308
Gm17638	na	0	0	0	0.000840841	0.000480623	0	0.00066125	0
Cacng2	na	0.000572198	0.00074852	0.002922103	0	0.002127631	0.004431396	0.000474889	0.004856843
Ift27	na	0.032180103	0.034536196	0.010066208	0.043057016	0.026704207	0.003339226	0.00791045	0.007807954
Pvalb	na	0	0.000780209	0	0	0	0	0.000603866	0
Ncf4	na	0.019160845	0.01173431	0.001085287	0.012453476	0.00599155	0.007955376	0.023439339	0.001379213
Csf2rb2	na	0.008612919	0.011253878	0.000563985	0.006309725	0.002092742	0.001247643	0.004399746	0.000958814
Csf2rb	na	0.022282001	0.014941205	0.001150223	0.004797321	0.00267311	0.009735746	0.019586154	0.002793693
Tex33	na	0	0	0	0	0	0	0	0.00046103
Tst	na	0.022186509	0.036729231	0.003502737	0.044494126	0.023680496	0.002460189	0.005563567	0.003572983
Mpst	na	0.013391882	0.032107452	0.005758384	0.028790345	0.026232124	0.00335641	0.005075134	0.010152562
Kctd17	na	0.004568269	0.003609347	0.000574018	0.00267171	0.003764424	0.001207083	0.001329395	0.000876267
Tmprss6	na	0	0.000957459	0	0	0.000241814	0.000651312	0.000989655	0
Il2rb	na	0.000768424	0.001720225	0	0	0.000330871	0.001541044	0.001281645	0
C1qtnf6	na	0.199730271	0.246972984	0.04471974	0.081066187	0.088370019	0.080465495	0.102338366	0.038587394
Sstr3	na	0	0	0.000249327	0	0	0.00116762	0	0
Rac2	na	0.017766129	0.024664702	0.005280812	0.02914504	0.010584473	0.006929468	0.020536391	0.00651117
Cyth4	na	0.015698257	0.027640544	0.009509074	0.017642582	0.01104241	0.014824349	0.043364613	0.006521271
Elfn2	na	0.000987979	0.0004501	0.000788639	0.000286723	0	0.000579264	0	0
Mfng	na	0.029704303	0.019785392	0.000726285	0.010013102	0.007694257	0.005342966	0.008475588	0.002203048
Card10	na	0.032830321	0.033014411	0.007661624	0.024662693	0.01053253	0.013999989	0.011481254	0.005734994
Cdc42ep1	na	0.044466318	0.041500191	0.022135524	0.023799416	0.018000568	0.014689682	0.022835798	0.008066467
Lgals2	na	0	0	0.000690954	0.001839243	0	0.000684836	0.000263647	0
Gm26634	na	0.000602432	0	0	0	0	0	0	0
Gga1	na	0.164500976	0.179925157	0.130568204	0.132339437	0.064982918	0.152783159	0.151974695	0.098340256
Sh3bp1	na	0.115218635	0.087374142	0.030664888	0.070516515	0.058215048	0.037773456	0.03141786	0.030043816
1700027A07Rik	na	0.000768285	0	0	0	0	0	0	0
